code project,Length(km),Type of road,constructed road Type,Number Line,width road(m),slope land%,Cost Estimation(milion_rials)
493,5,No way,Freeway,2,12.8,70-110 %,6390000
493,5,No way,Freeway,2,12.8,70-110 %,6390000
493,5,No way,Freeway,2,12.8,70-110 %,6390000
493,5,No way,Freeway,2,12.8,70-110 %,6390000
493,5,No way,Freeway,2,12.8,70-110 %,6390000
493,5,No way,Freeway,2,12.8,70-110 %,6390000
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,33-70 %,4027500
494,5,No way,Freeway,2,12.8,70-110 %,6390000
494,5,No way,Freeway,2,12.8,70-110 %,6390000
494,5,No way,Freeway,2,12.8,70-110 %,6390000
494,5,No way,Freeway,2,12.8,70-110 %,6390000
494,5,No way,Freeway,2,12.8,70-110 %,6390000
495,5,No way,Freeway,2,12.8,33-70 %,4027500
495,5,No way,Freeway,2,12.8,33-70 %,4027500
495,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,33-70 %,4027500
496,5,No way,Freeway,2,12.8,70-110 %,6390000
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
497,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,33-70 %,4027500
498,5,No way,Freeway,2,12.8,70-110 %,6390000
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
499,5,No way,Freeway,2,12.8,33-70 %,4027500
500,5,No way,Freeway,2,12.8,33-70 %,4027500
501,1.654340743,No way,Freeway,2,12.8,33-70 %,1332571.469
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
501,5,No way,Freeway,2,12.8,33-70 %,4027500
502,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,33-70 %,4027500
505,5,No way,Freeway,2,12.8,70-110 %,6390000
505,5,No way,Freeway,2,12.8,70-110 %,6390000
506,5,No way,Freeway,2,12.8,33-70 %,4027500
506,5,No way,Freeway,2,12.8,33-70 %,4027500
506,5,No way,Freeway,2,12.8,33-70 %,4027500
506,5,No way,Freeway,2,12.8,33-70 %,4027500
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
539,5,No way,Mainroad ,2,12.5,33-70 %,1500000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,5,No way,Freeway,2,12.8,0-5 %,780000
1,0.733327368,No way,Freeway,2,12.8,5-33 %,166831.9762
1,2.337219315,No way,Freeway,2,12.8,5-33 %,531717.3942
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
1,5,No way,Freeway,2,12.8,5-33 %,1137500
3,4.445,Mainroad ,Highway ,0,0.3,5-33 %,200025
3,1.71595,Mainroad ,Highway ,0,0.3,5-33 %,77217.75
3,3.62468,Mainroad ,Highway ,0,0.3,5-33 %,163110.6
3,4.7033601,Mainroad ,Highway ,0,0.3,5-33 %,211651.2045
3,4.445,Mainroad ,Highway ,0,0.3,5-33 %,200025
4,5,No way,Highway ,2,12.8,0-5 %,780000
4,3.631,No way,Highway ,2,12.8,0-5 %,566436
4,5,Secondary Road class 1,Highway ,1,7.7,5-33 %,625000
4,5,Secondary Road class 1,Highway ,1,7.7,5-33 %,625000
4,5,Secondary Road class 1,Highway ,1,7.7,5-33 %,625000
4,0.519,Secondary Road class 1,Highway ,1,7.7,5-33 %,64875
4,1.322,No way,Highway ,2,12.8,5-33 %,300755
4,1.931,No way,Highway ,2,12.8,5-33 %,439302.5
5,4.832682592,Mainroad ,Mainroad ,1,6.25,0-5 %,193307.3037
5,4.992775044,Mainroad ,Mainroad ,1,6.25,0-5 %,199711.0018
5,4.730514751,Mainroad ,Mainroad ,1,6.25,0-5 %,189220.5901
5,4.540241116,Mainroad ,Mainroad ,1,6.25,0-5 %,181609.6446
5,4.916962715,Mainroad ,Mainroad ,1,6.25,0-5 %,196678.5086
5,4.922149934,Mainroad ,Mainroad ,1,6.25,0-5 %,196885.9974
5,3.726804307,Mainroad ,Mainroad ,1,6.25,5-33 %,223608.2584
5,4.758128406,Mainroad ,Mainroad ,1,6.25,5-33 %,285487.7043
5,4.891804809,Mainroad ,Mainroad ,1,6.25,5-33 %,293508.2886
5,4.915892271,Mainroad ,Mainroad ,1,6.25,5-33 %,294953.5363
5,4.717783344,Mainroad ,Mainroad ,1,6.25,5-33 %,283067.0006
5,3.899501297,Mainroad ,Mainroad ,1,6.25,5-33 %,233970.0778
5,3.014134274,Mainroad ,Mainroad ,1,6.25,5-33 %,180848.0564
5,4.370117938,Mainroad ,Mainroad ,1,6.25,5-33 %,262207.0763
5,4.321084082,Mainroad ,Mainroad ,1,6.25,5-33 %,259265.0449
5,4.529586429,Mainroad ,Mainroad ,1,6.25,5-33 %,271775.1857
5,4.589170453,Mainroad ,Mainroad ,1,6.25,5-33 %,275350.2272
5,4.971489059,Mainroad ,Mainroad ,1,6.25,5-33 %,298289.3435
5,4.955839121,Mainroad ,Mainroad ,1,6.25,5-33 %,297350.3473
5,4.981305313,Mainroad ,Mainroad ,1,6.25,5-33 %,298878.3188
5,4.974063214,Mainroad ,Mainroad ,1,6.25,5-33 %,298443.7928
5,4.824292174,Mainroad ,Mainroad ,1,6.25,5-33 %,289457.5304
5,4.844524593,Mainroad ,Mainroad ,1,6.25,5-33 %,290671.4756
5,4.351913343,Mainroad ,Mainroad ,1,6.25,5-33 %,261114.8006
5,4.38845796,Mainroad ,Mainroad ,1,6.25,5-33 %,263307.4776
5,4.605746682,Mainroad ,Mainroad ,1,6.25,5-33 %,276344.8009
5,4.922876132,Mainroad ,Mainroad ,1,6.25,5-33 %,295372.5679
5,4.127233176,Mainroad ,Mainroad ,1,6.25,5-33 %,247633.9906
5,4.761398832,Mainroad ,Highway ,1,6.55,0-5 %,357104.9124
5,4.82765137,Mainroad ,Highway ,1,6.55,0-5 %,362073.8527
5,4.658250135,Mainroad ,Mainroad ,1,6.25,33-70 %,465825.0135
5,0.902354384,Mainroad ,Highway ,1,6.55,5-33 %,99258.98228
5,0.902354384,Mainroad ,Highway ,1,6.55,5-33 %,99258.98228
5,4.269075377,Mainroad ,Highway ,2,6.55,5-33 %,469598.2914
5,4.269075377,Mainroad ,Highway ,1,6.55,5-33 %,469598.2914
5,4.870725887,Mainroad ,Highway ,1,6.55,5-33 %,535779.8476
5,4.767344611,Mainroad ,Highway ,1,6.55,5-33 %,524407.9072
5,1.381362353,Mainroad ,Highway ,1,6.55,5-33 %,151949.8589
5,4.94200043,Mainroad ,Highway ,1,6.55,5-33 %,543620.0473
5,1.333847273,Mainroad ,Highway ,1,6.55,5-33 %,146723.2
5,2.139187638,Mainroad ,Mainroad ,1,6.25,70-110 %,427837.5275
5,4.890283468,Mainroad ,Highway ,1,6.55,33-70 %,1467085.04
7,0.232323233,Mainroad ,Mainroad ,1,6.25,0-5 %,9292.929323
7,2.275747456,Mainroad ,Mainroad ,1,6.25,0-5 %,91029.89824
7,4.127135602,Mainroad ,Mainroad ,1,6.25,0-5 %,165085.4241
7,4.429259017,Mainroad ,Mainroad ,1,6.25,0-5 %,177170.3607
7,4.774706104,Mainroad ,Mainroad ,1,6.25,0-5 %,190988.2441
7,4.852005052,Mainroad ,Mainroad ,1,6.25,0-5 %,194080.2021
7,0.152549467,Mainroad ,Mainroad ,1,6.25,5-33 %,9152.968038
7,0.152549467,Mainroad ,Mainroad ,1,6.25,5-33 %,9152.968038
7,0.231384483,Mainroad ,Mainroad ,1,6.25,5-33 %,13883.069
7,0.366216202,Mainroad ,Mainroad ,1,6.25,5-33 %,21972.97213
7,0.366216202,Mainroad ,Mainroad ,1,6.25,5-33 %,21972.97213
7,0.874680557,Mainroad ,Mainroad ,1,6.25,5-33 %,52480.83342
7,0.912623787,Mainroad ,Mainroad ,1,6.25,5-33 %,54757.42725
7,0.947744834,Mainroad ,Mainroad ,1,6.25,5-33 %,56864.69006
7,1.505386289,Mainroad ,Mainroad ,1,6.25,5-33 %,90323.17731
7,1.858643851,Mainroad ,Mainroad ,1,6.25,5-33 %,111518.6311
7,2.069247831,Mainroad ,Mainroad ,1,6.25,5-33 %,124154.8698
7,2.12079787,Mainroad ,Mainroad ,1,6.25,5-33 %,127247.8722
7,2.323838751,Mainroad ,Mainroad ,1,6.25,5-33 %,139430.3251
7,2.351487806,Mainroad ,Mainroad ,1,6.25,5-33 %,141089.2684
7,2.653602796,Mainroad ,Mainroad ,1,6.25,5-33 %,159216.1678
7,2.958772115,Mainroad ,Mainroad ,1,6.25,5-33 %,177526.3269
7,2.958772115,Mainroad ,Mainroad ,1,6.25,5-33 %,177526.3269
7,2.992441885,Mainroad ,Mainroad ,1,6.25,5-33 %,179546.5131
7,3.114933732,Mainroad ,Mainroad ,1,6.25,5-33 %,186896.0239
7,3.261614205,Mainroad ,Mainroad ,1,6.25,5-33 %,195696.8523
7,3.359157563,Mainroad ,Mainroad ,1,6.25,5-33 %,201549.4538
7,3.616125112,Mainroad ,Mainroad ,1,6.25,5-33 %,216967.5067
7,3.618463924,Mainroad ,Mainroad ,1,6.25,5-33 %,217107.8354
7,3.666662508,Mainroad ,Mainroad ,1,6.25,5-33 %,219999.7505
7,4.062115587,Mainroad ,Mainroad ,1,6.25,5-33 %,243726.9352
7,4.094098824,Mainroad ,Mainroad ,1,6.25,5-33 %,245645.9295
7,4.118817266,Mainroad ,Mainroad ,1,6.25,5-33 %,247129.0359
7,4.12762017,Mainroad ,Mainroad ,1,6.25,5-33 %,247657.2102
7,4.179835775,Mainroad ,Mainroad ,1,6.25,5-33 %,250790.1465
7,4.262776777,Mainroad ,Mainroad ,1,6.25,5-33 %,255766.6066
7,4.303869274,Mainroad ,Mainroad ,1,6.25,5-33 %,258232.1564
7,4.340882389,Mainroad ,Mainroad ,1,6.25,5-33 %,260452.9433
7,4.346027515,Mainroad ,Mainroad ,1,6.25,5-33 %,260761.6509
7,4.349088427,Mainroad ,Mainroad ,1,6.25,5-33 %,260945.3056
7,4.390058333,Mainroad ,Mainroad ,1,6.25,5-33 %,263403.5
7,4.454275315,Mainroad ,Mainroad ,1,6.25,5-33 %,267256.5189
7,4.485725694,Mainroad ,Mainroad ,1,6.25,5-33 %,269143.5416
7,4.486150853,Mainroad ,Mainroad ,1,6.25,5-33 %,269169.0512
7,4.566940567,Mainroad ,Mainroad ,1,6.25,5-33 %,274016.434
7,4.604855823,Mainroad ,Mainroad ,1,6.25,5-33 %,276291.3494
7,4.678191067,Mainroad ,Mainroad ,1,6.25,5-33 %,280691.464
7,4.711200612,Mainroad ,Mainroad ,1,6.25,5-33 %,282672.0367
7,4.819821059,Mainroad ,Mainroad ,1,6.25,5-33 %,289189.2635
7,4.849487227,Mainroad ,Mainroad ,1,6.25,5-33 %,290969.2336
7,4.859905491,Mainroad ,Mainroad ,1,6.25,5-33 %,291594.3294
7,4.906850342,Mainroad ,Mainroad ,1,6.25,5-33 %,294411.0205
7,4.928330098,Mainroad ,Mainroad ,1,6.25,5-33 %,295699.8059
7,2.166113453,Mainroad ,Mainroad ,1,6.25,33-70 %,216611.3453
7,2.38460215,Mainroad ,Mainroad ,1,6.25,33-70 %,238460.215
7,3.25645118,Mainroad ,Mainroad ,1,6.25,33-70 %,325645.118
7,3.48212266,Mainroad ,Mainroad ,1,6.25,33-70 %,348212.266
7,4.552225927,Mainroad ,Mainroad ,1,6.25,33-70 %,455222.5927
8,2.042028825,Secondary Road class 1,Mainroad ,1,7.4,0-5 %,102101.4412
8,4.988517579,Secondary Road class 1,Mainroad ,1,7.4,0-5 %,249425.8789
8,4.999193267,Secondary Road class 1,Mainroad ,1,7.4,0-5 %,249959.6634
8,0.825040276,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,66003.22211
8,1.74991766,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,139993.4128
8,2.294641083,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,183571.2866
8,2.738418361,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,219073.4689
8,3.159649458,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,252771.9566
8,3.272253674,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,261780.2939
8,3.464918227,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,277193.4582
8,4.089327516,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,327146.2013
8,4.135846121,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,330867.6897
8,4.144519699,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,331561.5759
8,4.390864675,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,351269.174
8,4.518865501,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,361509.2401
8,4.574768612,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,365981.489
8,4.595510041,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,367640.8033
8,4.635563546,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,370845.0837
8,4.692972558,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,375437.8047
8,4.741911317,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,379352.9054
8,4.747291359,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,379783.3087
8,4.759113508,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,380729.0806
8,4.779171481,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,382333.7185
8,4.787044443,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,382963.5554
8,4.845273525,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,387621.882
8,4.854069427,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,388325.5542
8,4.855621425,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,388449.714
8,4.869338463,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,389547.0771
8,4.873569808,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,389885.5846
8,4.918565398,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,393485.2318
8,4.988243183,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,399059.4547
8,4.999034175,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,399922.734
8,5,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,400000
8,5,Secondary Road class 1,Mainroad ,1,7.4,5-33 %,400000
8,1.571542213,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,141438.7992
8,1.655629926,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,149006.6933
8,1.655949951,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,149035.4955
8,4.453694596,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,400832.5137
8,4.641476104,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,417732.8493
8,4.797304328,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,431757.3895
8,4.79885258,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,431896.7322
8,4.942835558,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,444855.2002
8,4.943978726,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,444958.0853
8,4.950695711,Secondary Road class 2,Mainroad ,1,7.75,5-33 %,445562.614
8,1.769568686,Mainroad ,Highway ,1,6.55,5-33 %,194652.5555
8,2.123084497,Mainroad ,Highway ,1,6.55,5-33 %,233539.2947
8,2.123084497,Mainroad ,Highway ,1,6.55,5-33 %,233539.2947
8,2.95946445,Mainroad ,Highway ,1,6.55,5-33 %,325541.0895
8,4.376806715,Mainroad ,Highway ,1,6.55,5-33 %,481448.7387
8,4.608910566,Mainroad ,Highway ,1,6.55,5-33 %,506980.1622
